Lead_ID,Name,Phone,Source_Number,Assigned_Role
LEAD-0377,Sai Subramanian,8955504128,Channel Partner,CHANNEL_PARTNER
LEAD-0378,Anika Roy,6218353724,Site Visit,SITE_VISIT
LEAD-0379,Anika Gupta,9659352082,Buyer,BUYER
LEAD-0380,Lakshmi Kumar,9977571905,Site Visit,SITE_VISIT
LEAD-0381,Krishna Aggarwal,7745700900,Enquiry,ENQUIRY
LEAD-0382,Karthik Ramaswamy,9533974643,Site Visit,SITE_VISIT
LEAD-0383,Navaneethan Arora,9741544955,Buyer,BUYER
LEAD-0384,Naveen Menon,6645710864,Enquiry,ENQUIRY
LEAD-0385,Aarav Singh,6531163438,Site Visit,SITE_VISIT
LEAD-0386,Divya Shetty,9593358163,Enquiry,ENQUIRY
LEAD-0387,Azhagu Menon,9573856076,Channel Partner,CHANNEL_PARTNER
LEAD-0388,Vikram Mukherjee,7110574999,Channel Partner,CHANNEL_PARTNER
LEAD-0389,Priya Balaji,7827225548,Channel Partner,CHANNEL_PARTNER
LEAD-0390,Tanvi Verma,8055953469,Site Visit,SITE_VISIT
LEAD-0391,Hari Aggarwal,7167781530,Site Visit,SITE_VISIT
LEAD-0392,Riya Saxena,9287357760,Site Visit,SITE_VISIT
LEAD-0393,Saanvi Malhotra,7563134564,Enquiry,ENQUIRY
LEAD-0394,Dinesh Shetty,7303690260,Site Visit,SITE_VISIT
LEAD-0395,Ramesh Saxena,9703720755,Enquiry,ENQUIRY
LEAD-0396,Aditya Bose,7371287442,Buyer,BUYER
LEAD-0397,Rohan Chauhan,9577981578,Enquiry,ENQUIRY
LEAD-0398,Ganesh Saxena,9902074360,Buyer,BUYER
LEAD-0399,Ananya Subramanian,8856790002,Channel Partner,CHANNEL_PARTNER
LEAD-0400,Meera Pandey,6171596179,Channel Partner,CHANNEL_PARTNER
LEAD-0401,Ganesh Patel,9366563155,Channel Partner,CHANNEL_PARTNER
LEAD-0402,Navaneethan Shetty,8251361799,Buyer,BUYER
LEAD-0403,Sai Mukherjee,9896469366,Channel Partner,CHANNEL_PARTNER
LEAD-0404,Vikram Aggarwal,6053413395,Site Visit,SITE_VISIT
LEAD-0405,Ananya Aggarwal,8012871630,Buyer,BUYER
LEAD-0406,Navaneethan Mehta,7579918199,Channel Partner,CHANNEL_PARTNER
LEAD-0407,Aadhya Mukherjee,6667280821,Enquiry,ENQUIRY
LEAD-0408,Sai Kumar,8961007449,Channel Partner,CHANNEL_PARTNER
LEAD-0409,Myra Chauhan,7485475786,Buyer,BUYER
LEAD-0410,Riya Jain,9264378224,Channel Partner,CHANNEL_PARTNER
LEAD-0411,Ramesh Narayanan,9204605765,Enquiry,ENQUIRY
LEAD-0412,Aarav Sundaram,8612529222,Channel Partner,CHANNEL_PARTNER
LEAD-0413,Vikram Menon,7576626521,Site Visit,SITE_VISIT
LEAD-0414,Suresh Saxena,9117387208,Channel Partner,CHANNEL_PARTNER
LEAD-0415,Divya Bhat,7337956181,Site Visit,SITE_VISIT
LEAD-0416,Vasudevan Jain,7636456738,Buyer,BUYER
LEAD-0417,Pranav Patel,8853231894,Enquiry,ENQUIRY
LEAD-0418,Tanvi Patel,7688081647,Site Visit,SITE_VISIT
LEAD-0419,Sneha Naidu,9281370661,Enquiry,ENQUIRY
LEAD-0420,Ramesh Chauhan,7710221804,Site Visit,SITE_VISIT
LEAD-0421,Anand Iyer,8187595971,Enquiry,ENQUIRY
LEAD-0422,Shreya Arora,6901562182,Buyer,BUYER
LEAD-0423,Ira Pandey,8302819855,Channel Partner,CHANNEL_PARTNER
LEAD-0424,Sneha Jain,6316553290,Enquiry,ENQUIRY
LEAD-0425,Karthik Shetty,7593385747,Buyer,BUYER
LEAD-0426,Hari Pandey,8828487319,Site Visit,SITE_VISIT
LEAD-0427,Arjun Bose,8225078951,Channel Partner,CHANNEL_PARTNER
LEAD-0428,Shreya Das,9179899675,Buyer,BUYER
LEAD-0429,Myra Mukherjee,9004426377,Site Visit,SITE_VISIT
LEAD-0430,Sai Shetty,8891377623,Site Visit,SITE_VISIT
LEAD-0431,Azhagu Kumar,9611446471,Site Visit,SITE_VISIT
LEAD-0432,Ishaan Chatterjee,7300975626,Enquiry,ENQUIRY
LEAD-0433,Pranav Sundaram,6714645009,Buyer,BUYER
LEAD-0434,Anika Kulkarni,7456304489,Channel Partner,CHANNEL_PARTNER
LEAD-0435,Ananya Saxena,7082843521,Buyer,BUYER
LEAD-0436,Priya Nair,7054682045,Enquiry,ENQUIRY
LEAD-0437,Ramesh Menon,9531933776,Site Visit,SITE_VISIT
LEAD-0438,Aarav Singh,9880521860,Enquiry,ENQUIRY
LEAD-0439,Krishna Ramaswamy,8111096665,Site Visit,SITE_VISIT
LEAD-0440,Ramesh Aggarwal,8153056538,Buyer,BUYER
LEAD-0441,Shreya Saxena,7372289609,Site Visit,SITE_VISIT
LEAD-0442,Sneha Reddy,7751360825,Enquiry,ENQUIRY
LEAD-0443,Akash Malhotra,9368539538,Buyer,BUYER
LEAD-0444,Dinesh Yadav,9768739556,Enquiry,ENQUIRY
LEAD-0445,Sneha Sundaram,8190947434,Enquiry,ENQUIRY
LEAD-0446,Anand Joshi,9203451765,Buyer,BUYER
LEAD-0447,Aadhya Chauhan,8460106611,Site Visit,SITE_VISIT
LEAD-0448,Ramesh Nair,7363951242,Channel Partner,CHANNEL_PARTNER
LEAD-0449,Aarav Shetty,7144836168,Enquiry,ENQUIRY
LEAD-0450,Diya Subramanian,9726423859,Site Visit,SITE_VISIT
LEAD-0451,Akash Reddy,6981484016,Site Visit,SITE_VISIT
LEAD-0452,Kavya Gupta,6917418753,Buyer,BUYER
LEAD-0453,Shreya Aggarwal,6351101887,Enquiry,ENQUIRY
LEAD-0454,Vihaan Pandey,9162838811,Enquiry,ENQUIRY
LEAD-0455,Anika Chauhan,6895148817,Enquiry,ENQUIRY
LEAD-0456,Ramesh Chatterjee,9850611322,Buyer,BUYER
LEAD-0457,Anand Kapoor,6692430751,Channel Partner,CHANNEL_PARTNER
LEAD-0458,Kavya Rao,7787183452,Site Visit,SITE_VISIT
LEAD-0459,Vivaan Yadav,9002811255,Enquiry,ENQUIRY
LEAD-0460,Meera Gupta,7630839299,Buyer,BUYER
LEAD-0461,Vikram Gupta,7137810998,Site Visit,SITE_VISIT
LEAD-0462,Saanvi Kumar,6352983840,Buyer,BUYER
LEAD-0463,Anand Menon,7035400086,Channel Partner,CHANNEL_PARTNER
LEAD-0464,Riya Mehta,8943438989,Site Visit,SITE_VISIT
LEAD-0465,Akash Kapoor,9345873192,Enquiry,ENQUIRY
LEAD-0466,Priya Tripathi,8013934715,Channel Partner,CHANNEL_PARTNER
LEAD-0467,Riya Venkatesh,8030660677,Site Visit,SITE_VISIT
LEAD-0468,Aditya Iyer,8697739551,Enquiry,ENQUIRY
LEAD-0469,Karthik Gupta,6491103614,Channel Partner,CHANNEL_PARTNER
LEAD-0470,Dinesh Menon,8546658912,Site Visit,SITE_VISIT
LEAD-0471,Pooja Nair,7704718153,Enquiry,ENQUIRY
LEAD-0472,Janani Mukherjee,8208883641,Site Visit,SITE_VISIT
LEAD-0473,Siddharth Verma,8955198434,Channel Partner,CHANNEL_PARTNER
LEAD-0474,Ishita Malhotra,9973526183,Buyer,BUYER
LEAD-0475,Akash Pillai,7492092633,Channel Partner,CHANNEL_PARTNER
LEAD-0476,Ganesh Malhotra,8515165051,Enquiry,ENQUIRY
LEAD-0477,Hari Subramanian,6025255923,Channel Partner,CHANNEL_PARTNER
LEAD-0478,Gopal Reddy,9753074007,Enquiry,ENQUIRY
LEAD-0479,Ganesh Sundaram,6317344966,Channel Partner,CHANNEL_PARTNER
LEAD-0480,Tanvi Chauhan,9222657398,Enquiry,ENQUIRY
LEAD-0481,Ishita Kumar,7511037479,Enquiry,ENQUIRY
LEAD-0482,Pooja Gupta,8236279481,Site Visit,SITE_VISIT
LEAD-0483,Aadhya Chatterjee,7260415674,Enquiry,ENQUIRY
LEAD-0484,Aarav Kulkarni,8404341761,Channel Partner,CHANNEL_PARTNER
LEAD-0485,Vivaan Kulkarni,9378301937,Channel Partner,CHANNEL_PARTNER
LEAD-0486,Nisha Kapoor,7799713394,Site Visit,SITE_VISIT
LEAD-0487,Dinesh Naidu,9821007971,Buyer,BUYER
LEAD-0488,Ira Bose,8129269082,Buyer,BUYER
LEAD-0489,Vasudevan Naidu,7224651431,Channel Partner,CHANNEL_PARTNER
LEAD-0490,Arjun Tripathi,9346597513,Enquiry,ENQUIRY
LEAD-0491,Riya Pandey,7337740592,Site Visit,SITE_VISIT
LEAD-0492,Harish Kulkarni,9387388416,Enquiry,ENQUIRY
LEAD-0493,Anand Bhat,8569663952,Site Visit,SITE_VISIT
LEAD-0494,Suresh Sharma,6931833239,Enquiry,ENQUIRY
LEAD-0495,Rahul Naidu,9734060367,Enquiry,ENQUIRY
LEAD-0496,Neha Mehta,7841579769,Site Visit,SITE_VISIT
LEAD-0497,Ishita Krishnan,6682216221,Channel Partner,CHANNEL_PARTNER
LEAD-0498,Anand Singh,7295618485,Site Visit,SITE_VISIT
LEAD-0499,Anika Saxena,8429998409,Buyer,BUYER
LEAD-0500,Navaneethan Ramaswamy,6923885778,Buyer,BUYER
LEAD-0501,Janani Krishnan,9768878448,Enquiry,ENQUIRY
LEAD-0502,Sai Roy,7130899315,Enquiry,ENQUIRY
LEAD-0503,Meera Chatterjee,9977376303,Enquiry,ENQUIRY
LEAD-0504,Neha Aggarwal,7910369370,Buyer,BUYER
LEAD-0505,Ishaan Tripathi,7351396359,Channel Partner,CHANNEL_PARTNER
LEAD-0506,Hari Rao,9163593949,Site Visit,SITE_VISIT
LEAD-0507,Rohan Verma,7231433408,Enquiry,ENQUIRY
LEAD-0508,Suresh Krishnan,9912561107,Channel Partner,CHANNEL_PARTNER
LEAD-0509,Pranav Balaji,6277469766,Channel Partner,CHANNEL_PARTNER
LEAD-0510,Pranav Pandey,6491213247,Buyer,BUYER
LEAD-0511,Reyansh Saxena,7119543276,Channel Partner,CHANNEL_PARTNER
LEAD-0512,Myra Pillai,9579260378,Enquiry,ENQUIRY
LEAD-0513,Aadhya Singh,6123165955,Site Visit,SITE_VISIT
LEAD-0514,Suresh Kulkarni,7785244063,Enquiry,ENQUIRY
LEAD-0515,Tanvi Roy,6721155851,Site Visit,SITE_VISIT
LEAD-0516,Dinesh Kapoor,8108699346,Enquiry,ENQUIRY
LEAD-0517,Sneha Joshi,6016389273,Buyer,BUYER
LEAD-0518,Navaneethan Naidu,6590483793,Site Visit,SITE_VISIT
LEAD-0519,Ira Saxena,8743600712,Site Visit,SITE_VISIT
LEAD-0520,Tanvi Aggarwal,7596410141,Enquiry,ENQUIRY
LEAD-0521,Neha Singh,8082289687,Channel Partner,CHANNEL_PARTNER
LEAD-0522,Siddharth Chatterjee,9072560378,Buyer,BUYER
LEAD-0523,Anand Shetty,7419697432,Site Visit,SITE_VISIT
LEAD-0524,Azhagu Kumar,7072630365,Buyer,BUYER
LEAD-0525,Pranav Arora,9027833384,Site Visit,SITE_VISIT
LEAD-0526,Rohan Kulkarni,7053644972,Channel Partner,CHANNEL_PARTNER
LEAD-0527,Janani Verma,8761468017,Channel Partner,CHANNEL_PARTNER
LEAD-0528,Krishna Tripathi,7073356693,Buyer,BUYER
LEAD-0529,Dinesh Ramaswamy,6659182871,Site Visit,SITE_VISIT
LEAD-0530,Vivaan Naidu,7373753623,Channel Partner,CHANNEL_PARTNER
LEAD-0531,Ananya Ramaswamy,8602685078,Site Visit,SITE_VISIT
LEAD-0532,Ramesh Nair,7456980137,Enquiry,ENQUIRY
LEAD-0533,Vivaan Pandey,9841748311,Site Visit,SITE_VISIT
LEAD-0534,Suresh Subramanian,6250824319,Channel Partner,CHANNEL_PARTNER
LEAD-0535,Ananya Aggarwal,7631930086,Enquiry,ENQUIRY
LEAD-0536,Riya Jain,6095441733,Channel Partner,CHANNEL_PARTNER
LEAD-0537,Divya Das,8624833568,Enquiry,ENQUIRY
LEAD-0538,Krishna Chatterjee,9116697037,Buyer,BUYER
LEAD-0539,Vivaan Roy,8675962083,Site Visit,SITE_VISIT
LEAD-0540,Priya Jain,8702711595,Site Visit,SITE_VISIT
LEAD-0541,Saanvi Kumar,6597434720,Site Visit,SITE_VISIT
LEAD-0542,Pooja Pillai,8329247563,Enquiry,ENQUIRY
LEAD-0543,Ananya Jain,8152088431,Site Visit,SITE_VISIT
LEAD-0544,Riya Iyer,8717209297,Buyer,BUYER
LEAD-0545,Ishita Gupta,6292033900,Site Visit,SITE_VISIT
LEAD-0546,Lakshmi Sundaram,7712138618,Site Visit,SITE_VISIT
LEAD-0547,Arjun Kulkarni,8086829041,Enquiry,ENQUIRY
LEAD-0548,Vasudevan Balaji,8415724269,Buyer,BUYER
LEAD-0549,Vasudevan Pandey,9160910316,Buyer,BUYER
LEAD-0550,Neha Sundaram,7206300933,Buyer,BUYER
LEAD-0551,Kavya Saxena,9839449587,Buyer,BUYER
LEAD-0552,Karthik Saxena,6696852085,Site Visit,SITE_VISIT
LEAD-0553,Akash Pillai,6276060328,Buyer,BUYER
LEAD-0554,Ishaan Malhotra,7954255716,Buyer,BUYER
LEAD-0555,Riya Singh,8949832063,Enquiry,ENQUIRY
LEAD-0556,Rohan Shetty,6861057122,Channel Partner,CHANNEL_PARTNER
LEAD-0557,Saanvi Sundaram,7664930130,Channel Partner,CHANNEL_PARTNER
LEAD-0558,Anika Menon,8355711415,Enquiry,ENQUIRY
LEAD-0559,Azhagu Iyer,9732308705,Site Visit,SITE_VISIT
LEAD-0560,Vasudevan Krishnan,8182275389,Channel Partner,CHANNEL_PARTNER
LEAD-0561,Tanvi Malhotra,7225147751,Enquiry,ENQUIRY
LEAD-0562,Kavya Yadav,6179819454,Enquiry,ENQUIRY
LEAD-0563,Neha Malhotra,7720740962,Enquiry,ENQUIRY
LEAD-0564,Dinesh Gupta,8373617428,Channel Partner,CHANNEL_PARTNER
LEAD-0565,Ishaan Venkatesh,7235285368,Enquiry,ENQUIRY
LEAD-0566,Vivaan Bose,9617246397,Enquiry,ENQUIRY
LEAD-0567,Ganesh Joshi,8864678855,Enquiry,ENQUIRY
LEAD-0568,Meera Singh,6433192571,Enquiry,ENQUIRY
LEAD-0569,Divya Yadav,9687413037,Enquiry,ENQUIRY
LEAD-0570,Ishaan Patel,9684672207,Channel Partner,CHANNEL_PARTNER
LEAD-0571,Dinesh Chatterjee,9036860994,Site Visit,SITE_VISIT
LEAD-0572,Anika Bose,9717820269,Buyer,BUYER
LEAD-0573,Myra Arora,8149510979,Enquiry,ENQUIRY
LEAD-0574,Ishaan Arora,9928493344,Buyer,BUYER
LEAD-0575,Anika Joshi,7070012089,Site Visit,SITE_VISIT
LEAD-0576,Divya Tripathi,8680466838,Channel Partner,CHANNEL_PARTNER
LEAD-0577,Vikram Mehta,6155775591,Enquiry,ENQUIRY
LEAD-0578,Lakshmi Joshi,7122480561,Site Visit,SITE_VISIT
LEAD-0579,Shreya Singh,6331152469,Site Visit,SITE_VISIT
LEAD-0580,Aadhya Sundaram,9868589574,Site Visit,SITE_VISIT
LEAD-0581,Aarav Iyer,7454131066,Enquiry,ENQUIRY
LEAD-0582,Ira Mukherjee,9056440212,Channel Partner,CHANNEL_PARTNER
LEAD-0583,Ira Mehta,8580072646,Enquiry,ENQUIRY
LEAD-0584,Dinesh Pillai,6941718670,Channel Partner,CHANNEL_PARTNER
LEAD-0585,Vikram Krishnan,8060444384,Site Visit,SITE_VISIT
LEAD-0586,Ganesh Sharma,7279055207,Channel Partner,CHANNEL_PARTNER
LEAD-0587,Ishita Das,9145912597,Enquiry,ENQUIRY
LEAD-0588,Navaneethan Gupta,6982719036,Site Visit,SITE_VISIT
LEAD-0589,Janani Menon,6060436831,Enquiry,ENQUIRY
LEAD-0590,Pooja Iyer,6442039174,Enquiry,ENQUIRY
LEAD-0591,Suresh Balaji,8029439466,Buyer,BUYER
LEAD-0592,Vihaan Yadav,6947426874,Channel Partner,CHANNEL_PARTNER
LEAD-0593,Saanvi Malhotra,8843351688,Channel Partner,CHANNEL_PARTNER
LEAD-0594,Gopal Jain,9711546167,Channel Partner,CHANNEL_PARTNER
LEAD-0595,Gopal Aggarwal,8165669371,Channel Partner,CHANNEL_PARTNER
LEAD-0596,Aditya Pandey,8177514230,Enquiry,ENQUIRY
LEAD-0597,Suresh Kapoor,8169503105,Buyer,BUYER
LEAD-0598,Ishita Das,8129205094,Buyer,BUYER
LEAD-0599,Krishna Venkatesh,6645592723,Enquiry,ENQUIRY
LEAD-0600,Vihaan Roy,8484992187,Channel Partner,CHANNEL_PARTNER
LEAD-0601,Saanvi Arora,6554308526,Site Visit,SITE_VISIT
LEAD-0602,Priya Menon,7235126704,Buyer,BUYER
LEAD-0603,Naveen Iyer,8160250488,Channel Partner,CHANNEL_PARTNER
LEAD-0604,Divya Pillai,6258756987,Site Visit,SITE_VISIT
LEAD-0605,Sai Sundaram,6005184022,Channel Partner,CHANNEL_PARTNER
LEAD-0606,Reyansh Balaji,8342461163,Channel Partner,CHANNEL_PARTNER
LEAD-0607,Dinesh Krishnan,9306313812,Enquiry,ENQUIRY
LEAD-0608,Ganesh Sharma,6055859075,Site Visit,SITE_VISIT
LEAD-0609,Ayaan Yadav,6614602351,Channel Partner,CHANNEL_PARTNER
LEAD-0610,Harish Tripathi,9710524816,Site Visit,SITE_VISIT
LEAD-0611,Aarav Malhotra,9861958570,Site Visit,SITE_VISIT
LEAD-0612,Dinesh Kapoor,7408016120,Site Visit,SITE_VISIT
LEAD-0613,Janani Kumar,8350253645,Enquiry,ENQUIRY
LEAD-0614,Pooja Sundaram,9802915856,Enquiry,ENQUIRY
LEAD-0615,Azhagu Mukherjee,8947198029,Enquiry,ENQUIRY
LEAD-0616,Anand Jain,8058053439,Enquiry,ENQUIRY
LEAD-0617,Nisha Narayanan,8919192147,Enquiry,ENQUIRY
LEAD-0618,Janani Yadav,8659488906,Buyer,BUYER
LEAD-0619,Tanvi Kumar,9286723839,Site Visit,SITE_VISIT
LEAD-0620,Aarav Naidu,9257598233,Site Visit,SITE_VISIT
LEAD-0621,Shreya Singh,6906871524,Channel Partner,CHANNEL_PARTNER
LEAD-0622,Arjun Chauhan,6650405635,Enquiry,ENQUIRY
LEAD-0623,Reyansh Yadav,8817880371,Enquiry,ENQUIRY
LEAD-0624,Janani Balaji,8695049533,Channel Partner,CHANNEL_PARTNER
LEAD-0625,Diya Menon,7387784449,Channel Partner,CHANNEL_PARTNER
LEAD-0626,Myra Mukherjee,8773451505,Enquiry,ENQUIRY
LEAD-0627,Naveen Venkatesh,7959657412,Site Visit,SITE_VISIT
LEAD-0628,Reyansh Mukherjee,7378093654,Channel Partner,CHANNEL_PARTNER
LEAD-0629,Ganesh Mehta,9617400285,Enquiry,ENQUIRY
LEAD-0630,Ananya Das,9211418789,Site Visit,SITE_VISIT
LEAD-0631,Ananya Singh,7834501796,Channel Partner,CHANNEL_PARTNER
LEAD-0632,Naveen Venkatesh,7339046106,Site Visit,SITE_VISIT
LEAD-0633,Azhagu Pandey,7623950820,Site Visit,SITE_VISIT
LEAD-0634,Sneha Kapoor,7541340301,Channel Partner,CHANNEL_PARTNER
LEAD-0635,Anika Sundaram,9434204209,Enquiry,ENQUIRY
LEAD-0636,Karthik Mehta,6224929418,Enquiry,ENQUIRY
LEAD-0637,Rahul Rao,9775031263,Enquiry,ENQUIRY
LEAD-0638,Neha Mukherjee,6843681861,Site Visit,SITE_VISIT
LEAD-0639,Ganesh Saxena,6287441787,Site Visit,SITE_VISIT
LEAD-0640,Aarav Saxena,7099296439,Buyer,BUYER
LEAD-0641,Rohan Rao,7604717059,Channel Partner,CHANNEL_PARTNER
LEAD-0642,Priya Kapoor,8295612850,Buyer,BUYER
LEAD-0643,Vasudevan Das,7543600741,Channel Partner,CHANNEL_PARTNER
LEAD-0644,Navaneethan Malhotra,7862496924,Enquiry,ENQUIRY
LEAD-0645,Karthik Verma,8017115307,Enquiry,ENQUIRY
LEAD-0646,Akash Bhat,8596402469,Enquiry,ENQUIRY
LEAD-0647,Suresh Narayanan,8482569647,Channel Partner,CHANNEL_PARTNER
LEAD-0648,Myra Tripathi,6039107669,Site Visit,SITE_VISIT
LEAD-0649,Nisha Menon,8420639995,Buyer,BUYER
LEAD-0650,Saanvi Singh,9803191475,Enquiry,ENQUIRY
LEAD-0651,Riya Sundaram,6128043834,Site Visit,SITE_VISIT
LEAD-0652,Aditya Bhat,9410769701,Site Visit,SITE_VISIT
LEAD-0653,Saanvi Kapoor,6822178461,Site Visit,SITE_VISIT
LEAD-0654,Vihaan Menon,7388660561,Buyer,BUYER
LEAD-0655,Janani Shetty,7268714189,Enquiry,ENQUIRY
LEAD-0656,Anand Joshi,6243297789,Site Visit,SITE_VISIT
LEAD-0657,Kavya Pillai,6598661719,Site Visit,SITE_VISIT
LEAD-0658,Krishna Iyer,7219550762,Enquiry,ENQUIRY
LEAD-0659,Sneha Kulkarni,8798728187,Channel Partner,CHANNEL_PARTNER
LEAD-0660,Ishaan Arora,6840163367,Enquiry,ENQUIRY
LEAD-0661,Ganesh Das,6464196632,Buyer,BUYER
LEAD-0662,Neha Jain,7304275177,Enquiry,ENQUIRY
LEAD-0663,Ganesh Balaji,6126626100,Enquiry,ENQUIRY
LEAD-0664,Suresh Venkatesh,6249411985,Enquiry,ENQUIRY
LEAD-0665,Gopal Verma,8684562622,Channel Partner,CHANNEL_PARTNER
LEAD-0666,Sneha Iyer,7817678868,Enquiry,ENQUIRY
LEAD-0667,Karthik Yadav,8412231306,Channel Partner,CHANNEL_PARTNER
LEAD-0668,Aadhya Naidu,8562856229,Site Visit,SITE_VISIT
LEAD-0669,Ira Aggarwal,8902597425,Enquiry,ENQUIRY
LEAD-0670,Rahul Das,6093713446,Enquiry,ENQUIRY
LEAD-0671,Anika Pandey,9727527644,Buyer,BUYER
LEAD-0672,Krishna Pillai,8422021037,Site Visit,SITE_VISIT
LEAD-0673,Akash Saxena,7074953442,Site Visit,SITE_VISIT
LEAD-0674,Vihaan Venkatesh,8255693255,Buyer,BUYER
LEAD-0675,Pooja Joshi,9359514823,Buyer,BUYER
LEAD-0676,Ganesh Chauhan,6924689531,Buyer,BUYER
LEAD-0677,Pooja Naidu,6437461126,Site Visit,SITE_VISIT
LEAD-0678,Kavya Ramaswamy,9761706639,Enquiry,ENQUIRY
LEAD-0679,Janani Iyer,6760062769,Buyer,BUYER
LEAD-0680,Ganesh Nair,6104650552,Buyer,BUYER
LEAD-0681,Anand Singh,6117160241,Buyer,BUYER
LEAD-0682,Ganesh Aggarwal,6130608450,Channel Partner,CHANNEL_PARTNER
LEAD-0683,Tanvi Iyer,9347262672,Site Visit,SITE_VISIT
LEAD-0684,Nisha Aggarwal,9998182787,Site Visit,SITE_VISIT
LEAD-0685,Ishita Mehta,8896972632,Enquiry,ENQUIRY
LEAD-0686,Arjun Kumar,9115591177,Enquiry,ENQUIRY
LEAD-0687,Priya Venkatesh,6932774465,Site Visit,SITE_VISIT
LEAD-0688,Vivaan Saxena,9150248909,Enquiry,ENQUIRY
LEAD-0689,Aarav Tripathi,9574103868,Site Visit,SITE_VISIT
LEAD-0690,Vivaan Sharma,7513134044,Channel Partner,CHANNEL_PARTNER
LEAD-0691,Naveen Chauhan,8150302996,Channel Partner,CHANNEL_PARTNER
LEAD-0692,Anika Bose,7779314061,Enquiry,ENQUIRY
LEAD-0693,Anand Aggarwal,6071676221,Channel Partner,CHANNEL_PARTNER
LEAD-0694,Sneha Ramaswamy,8756792161,Enquiry,ENQUIRY
LEAD-0695,Vasudevan Ramaswamy,6269772884,Channel Partner,CHANNEL_PARTNER
LEAD-0696,Diya Mehta,8720429306,Channel Partner,CHANNEL_PARTNER
LEAD-0697,Meera Kumar,6179100518,Buyer,BUYER
LEAD-0698,Vivaan Balaji,9412499926,Buyer,BUYER
LEAD-0699,Sneha Patel,9221115712,Enquiry,ENQUIRY
LEAD-0700,Arjun Naidu,9123047419,Enquiry,ENQUIRY
LEAD-0701,Ira Roy,8339089191,Channel Partner,CHANNEL_PARTNER
LEAD-0702,Meera Singh,9049457711,Site Visit,SITE_VISIT
LEAD-0703,Nisha Bose,6426796360,Channel Partner,CHANNEL_PARTNER
LEAD-0704,Sneha Rao,6284546011,Buyer,BUYER
LEAD-0705,Krishna Yadav,7508757917,Buyer,BUYER
LEAD-0706,Pranav Verma,7101729466,Site Visit,SITE_VISIT
LEAD-0707,Ishita Roy,8388780418,Site Visit,SITE_VISIT
LEAD-0708,Vihaan Yadav,8261496912,Site Visit,SITE_VISIT
LEAD-0709,Siddharth Das,7297184780,Channel Partner,CHANNEL_PARTNER
LEAD-0710,Sneha Bhat,8002503460,Buyer,BUYER
LEAD-0711,Sai Kumar,6198720788,Buyer,BUYER
LEAD-0712,Ananya Roy,6580564091,Buyer,BUYER
LEAD-0713,Shreya Pandey,7497651057,Enquiry,ENQUIRY
LEAD-0714,Ishita Naidu,9059476325,Site Visit,SITE_VISIT
LEAD-0715,Diya Roy,9812738720,Buyer,BUYER
LEAD-0716,Pooja Joshi,7636902364,Site Visit,SITE_VISIT
LEAD-0717,Anika Subramanian,6281064290,Buyer,BUYER
LEAD-0718,Priya Verma,6955933280,Buyer,BUYER
LEAD-0719,Pranav Kulkarni,8965240999,Site Visit,SITE_VISIT
LEAD-0720,Reyansh Rao,8035799820,Enquiry,ENQUIRY
LEAD-0721,Meera Iyer,6173845785,Site Visit,SITE_VISIT
LEAD-0722,Azhagu Mukherjee,8209002862,Channel Partner,CHANNEL_PARTNER
LEAD-0723,Gopal Nair,9153274294,Site Visit,SITE_VISIT
LEAD-0724,Divya Verma,6952623709,Enquiry,ENQUIRY
LEAD-0725,Riya Naidu,6548095375,Buyer,BUYER
LEAD-0726,Ishaan Jain,8665714590,Channel Partner,CHANNEL_PARTNER
LEAD-0727,Ganesh Sharma,8705905069,Channel Partner,CHANNEL_PARTNER
LEAD-0728,Lakshmi Mehta,6715429489,Channel Partner,CHANNEL_PARTNER
LEAD-0729,Gopal Sundaram,9677720032,Buyer,BUYER
LEAD-0730,Vihaan Pandey,8399291688,Channel Partner,CHANNEL_PARTNER
LEAD-0731,Ishita Chatterjee,7598786734,Enquiry,ENQUIRY
LEAD-0732,Hari Kulkarni,8980765261,Channel Partner,CHANNEL_PARTNER
LEAD-0733,Rohan Kumar,9778777385,Channel Partner,CHANNEL_PARTNER
LEAD-0734,Lakshmi Mehta,6147392838,Channel Partner,CHANNEL_PARTNER
LEAD-0735,Karthik Pillai,7399773141,Channel Partner,CHANNEL_PARTNER
LEAD-0736,Vivaan Krishnan,9116793849,Channel Partner,CHANNEL_PARTNER
LEAD-0737,Meera Saxena,9416790061,Enquiry,ENQUIRY
LEAD-0738,Anika Tripathi,9241640615,Enquiry,ENQUIRY
LEAD-0739,Vivaan Verma,8888610979,Enquiry,ENQUIRY
LEAD-0740,Vivaan Sundaram,9452446805,Buyer,BUYER
LEAD-0741,Ishita Mehta,7378598311,Site Visit,SITE_VISIT
LEAD-0742,Aditya Balaji,9606215936,Site Visit,SITE_VISIT
LEAD-0743,Tanvi Pandey,9578686926,Channel Partner,CHANNEL_PARTNER
LEAD-0744,Ananya Menon,7155013446,Buyer,BUYER
LEAD-0745,Vikram Bose,6726186043,Buyer,BUYER
LEAD-0746,Rohan Iyer,6912028484,Buyer,BUYER
LEAD-0747,Divya Aggarwal,6188869644,Site Visit,SITE_VISIT
LEAD-0748,Anand Yadav,6450811786,Channel Partner,CHANNEL_PARTNER
LEAD-0749,Dinesh Sharma,7470021381,Enquiry,ENQUIRY
LEAD-0750,Divya Sundaram,8956588099,Enquiry,ENQUIRY
LEAD-0751,Krishna Naidu,8129736695,Enquiry,ENQUIRY
